id,title,description,author,image_url,genre
3235,Death du Jour,"One recent skeleton among ancient bones raises questions—and danger—for forensic anthropologist Temperance Brennan in this newly repackaged thriller from New York Times bestselling author Kathy Reichs. Tempe Brennan is stuck teaching an archaeology field school for students at UNCC in Charleston, South Carolina. When she stumbles upon a recent skeleton among the ancient bones, she starts asking questions. She’s the expert they might have called in, but lucky for the local police she's already there. The skeleton leads her to a free street clinic where patients have begun to go missing, and some have wound up dead. What is going on and who is to blame? The charismatic televangelist who oversees the clinic? The shady doctor who practices there? Or is it the clinic staff? Ryan is in Montreal, though he may come down for a visit. If he does, Tempe will have to juggle him and Detective Galiano, an old flame, who is in town investigating the disappearance of wealthy young woman. This is a phenomenally high stakes business where one dead body can save a couple of lives, maybe more. Along with the corpses, Tempe investigates the sick moral logic of the mastermind behind the operation. Kathy Reichs has returned Tempe to America and put her in the middle of a sinister trafficking ring that's local and global. The suspense is intense, and the world is riveting. Kathy Reichs’s books are expert, smart, with a taut energy, and this is her best plot and best writing ever.",Kathy Reichs,http://books.google.com/books/content?id=hOPDCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3237,Return of the Naked Chef,"The Return of The Naked Chef is jam-packed with more proper food you'll love to cook. Filled with all the techniques and tips you'll need to become a pro in the kitchen, The Return of the Naked Chef contains a whole range of new, simple, but exciting recipes which anyone can make, delivered with boundless enthusiasm. These recipes will become firm family favourites in no time, and Jamie also includes kitchen tips & tricks to get you started. Delicious recipes include: · SPAGHETTI with ANCHOVIES, DRIED CHILLI and PANGRATTATO · Fantastic FISH PIE · Baked Jerusalem ARTICHOKES, BREADCRUMBS, THYME and LEMON · Tray baked PORK CHOPS with HERBY POTATOES, PARSNIPS, PEARS and MINTED BREAD SAUCE · CHOCOLATE POTS This book is full of recipes for every meal of the day, with chapters on: Potty about Herbs, Morning Glory, Tapas, Munchies & Snacks, Simple Salads and Dressings, Soups and Broths, Pasta & Risotto, Fish & Shellfish, Meat Poultry & Game, Vegetables, Bread, Desserts, Bevvies, and Stocks, Sauces, Bits, Bobs, This, That & The Other! 'Jamie Oliver goes from strength to strength ... the main attraction is that he does not seem to want to be, or know that he might be, a star: the food is what matters' The Times ____________ Celebrating the 20th anniversary of The Naked Chef Penguin are re-releasing Jamie's first five cookbooks as beautiful Hardback Anniversary Editions - an essential for every kitchen. The Naked Chef The Return of the Naked Chef Happy Days with the Naked Chef Jamie's Kitchen Jamie's Dinners '20 years on . . . Does it stand the test of my kitchen? The answer is a resounding yes. Jamie's genius is in creating maximum flavour from quick, easy-to-follow recipes . . . It hasn't dated at all' Daily Telegraph on The Naked Chef",Jamie Oliver,http://books.google.com/books/content?id=ngaFDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cooking
3239,Sweet Dream Pie,"Pa Brindle helps Ma bake her irresistible sweet dream pie, and the whole neighborhood is affected.",Audrey Wood,http://books.google.com/books/content?id=U7VMGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Dreams
3240,The Big Bang: Third Edition,"Our universe was born billions of years ago in a hot, violent explosion of elementary particles and radiation -- the big bang. What do we know about this ultimate moment of creation, and how do we know it?Drawing upon the latest theories and technology, The Big Bang, 3/e, is a sweeping, lucid account of the event that set the universe in motion. Award-winning astronomer and physicist Joseph Silk begins his story with the first microseconds of the big bang, on through the evolution of planets, stars, and galaxies, and into the distant future of our universe. He also explores the fascinating evidence for the big bang model and recounts the history of cosmological speculation. Revised and updated, the new edition features all the most recent astronomical advances, including: -- Photos and measurements from the Hubble Space Telescope, Cosmic Background Explorer Satellite, and Infrared Space Observatory-- Modern estimates of the age of the universe-- New ideas in string theory and superstring theory-- Recent experiments on neutrino detection-- New theories about the presence of dark matter in galaxies-- New devel","Joseph Silk', 'Professor of Astronomy and Physics Joseph Silk",http://books.google.com/books/content?id=uObUggYb7nsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Science
3241,UNDER A NEW SKY,"NATIONAL BESTSELLER • The Pulitzer Prize–winning author of The Sixth Extinction returns to humanity’s transformative impact on the environment, now asking: After doing so much damage, can we change nature, this time to save it? RECOMMENDED BY PRESIDENT OBAMA AND BILL GATES • SHORTLISTED FOR THE WAINWRIGHT PRIZE FOR WRITING • ONE OF THE TEN BEST BOOKS OF THE YEAR: The Washington Post • ONE OF THE BEST BOOKS OF THE YEAR: Time, Esquire, Smithsonian Magazine, Vulture, Publishers Weekly, Kirkus Reviews, Library Journal • “Beautifully and insistently, Kolbert shows us that it is time to think radically about the ways we manage the environment.”—Helen Macdonald, The New York Times That man should have dominion “over all the earth, and over every creeping thing that creepeth upon the earth” is a prophecy that has hardened into fact. So pervasive are human impacts on the planet that it’s said we live in a new geological epoch: the Anthropocene. In Under a White Sky, Elizabeth Kolbert takes a hard look at the new world we are creating. Along the way, she meets biologists who are trying to preserve the world’s rarest fish, which lives in a single tiny pool in the middle of the Mojave; engineers who are turning carbon emissions to stone in Iceland; Australian researchers who are trying to develop a “super coral” that can survive on a hotter globe; and physicists who are contemplating shooting tiny diamonds into the stratosphere to cool the earth. One way to look at human civilization, says Kolbert, is as a ten-thousand-year exercise in defying nature. In The Sixth Extinction, she explored the ways in which our capacity for destruction has reshaped the natural world. Now she examines how the very sorts of interventions that have imperiled our planet are increasingly seen as the only hope for its salvation. By turns inspiring, terrifying, and darkly comic, Under a White Sky is an utterly original examination of the challenges we face.",Elizabeth Kolbert,http://books.google.com/books/content?id=jiHzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Science
3243,Hotline to Murder,"This book takes us on the first leg of an exciting journey. It provides a roadmap for achieving the awesome spiritual experience of communion with the Absolute God; by rediscovering the ancient teachings of the early Christian saints, and using the latest scientific findings as an aid. It points out how the instructions for accessing the spiritual domain were given to us in the ""hidden"" meaning contained in Christ's own commandments; and how, following the practical directions from the early saints, this state of grace is available to all, in today's world . The book also outlines the scientific context in support of this profound spiritual state, and indicates how our latest scientific understanding can help us in the quest of attaining this most important spiritual goal.",Alan Cook,http://books.google.com/books/content?id=ZqjPwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fiction
3245,"Her, Second Edition","A fully updated and expanded primer for anyone who wants to make cider and for those who just like to drink it. With the rise in consumer demand for local foods and local food products, and the emergence of more small craft food and beverage producers since this book was originally published in 2000, this revised edition of Cider, Hard and Sweet comes at the right time. Watson's expanded the section on the history of cider to chronicle lesser-known cider producers such as those in Spain and Asia; broadened the selection of North American cider varieties and European cider apple varieties; provided new cidermaking basics tailored to beginner and intermediate cidermakers with special attention to the new cidermaking equipment available; added new recipes for cooking with cider from notable chefs and bartenders; and added a new chapter about the recent popularity of perry (pear cider) available for purchase today.",Ben Watson,http://books.google.com/books/content?id=PVplehzd28sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Cooking
3246,Siouxsie and the Banshees: The Authorised Biography,"If Johnny Rotten was the father of punk, then Siouxsie Sioux was its mother. One of the seminal bands of the punk era that have survived whilst contemporaries like The Clash and The Sex Pistols have ceased to record years ago, Siouxsie & The Banshees tell their story on their own terms. Superstition album, Siouxsie & The Banshees is the complete authorized story told in each member's own words. Despite its official tag, no punches are pulled in discussions about the band's split in 1996, the years of in-fighting and arguments and the reasons behind their recent reunion to launch their Best Of album. Featuring photographs and memorabilia from Siouxsie and co's personal collections, the book should appeal to all music lovers and to anyone who was there in 1976.","Mark Paytress', 'Shirley Manson",http://books.google.com/books/content?id=nFIAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biography & Autobiography
3247,Dear John... (Harlequin Temptation),"Dear John... by Lyn Ellis released on Feb 22, 1994 is available now for purchase.",Lyn Ellis,http://books.google.com/books/content?id=wOOHntiaKqcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fiction
3248,Foundation and Earth,"Golan Trevize, former Councilman of the First Foundation, searches for the lost planet, Earth, in hopes of finding the answer for future Galactic development",Isaac Asimov,http://books.google.com/books/content?id=1Uf988MVq_gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fiction
3249,Human Cognitive Abilities: A Survey of Factor-Analytic Studies,"The results of more than seventy years of investigation, by factor analysis, of the varieties of cognitive abilities, are described with particular attention to abilities in language, thinking, memory, visual and auditory perception, creativity, etc.","John B. Carroll', 'Carroll John B.",http://books.google.com/books/content?id=jp9dt4_0_cIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Psychology
3252,ART SUBJECTS: MAKING ARTISTS IN THE AMERICAN UNIVERSITY.,"""Few sites within the university open a richer critical reflection than that of the M.F.A., with its complex crossing of professionalism, theory, humanistic knowledge, and the absolute exposure of practice. Howard Singerman's Art Subjects does a magnificent job of both laying out our current crises, letting us see the shards of past practices embedded in them, and of demonstrating—rendering urgent and discussable—what it now means either to assume or award the name of the artist.""—Stephen Melville, author of Seams, editor of Vision and Textuality ""Art Subjects is a must read for anyone interested in both the education and status of the visual artist in America. With careful attention to detail and nuance, Singerman presents a compelling picture of the peculiarly institutional myth of the creative artist as an untaught and unteachable being singularly well adapted to earn a tenure position at a major research university. A fascinating study, thoroughly researched yet oddly, and movingly, personal.""—Thomas Lawson, Dean, Art School, CalArts",Howard Singerman,http://books.google.com/books/content?id=ld9LOYXtg0EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Art
3254,"Posture, get it straight!",,Janice Novak,http://books.google.com/books/content?id=3dhjAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Health & Fitness
3255,Essential Atlas of Physiology (Barron's Essential Atlas),"An informative new title in Barron's Essential Atlas series, the Essential Atlas of Physiology complements succinct and enlightening text with full-color photos, illustrations, and diagrams on every page. It describes the human body and all of its functions. Following a general introduction, separate spreads focus on all major topics of physiology. The digestive system is described and illustrated with attention to the teeth, stomach, intestines, liver, and the way in which nutrients from food are assimilated into the body. Following sections describe the respiratory system, the cardiovascular system, the brain, spine, and nervous system, muscles and their functions, the kidneys and urinary system, the male and female reproductive systems, and the lymphatic system. Like all other titles in this series, the Essential Atlas of Physiology makes a good home reference volume, and is also ideal for classroom and school library use. Color illustrations on every page.",Parramon's Editorial Team,http://books.google.com/books/content?id=U3wLAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Medical
3258,The world at my shoulder,,Eunice Tietjens,http://books.google.com/books/content?id=C6EPAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Authors
3259,1634: The Ram Rebellion (Assiti Shards),"As the Thirty Years War continues to ravage seventeenth-century Europe, the West Virginians from twentieth-century America enter into an alliance with Gustavus Adolphus, King of Sweden, to promote a revolution among the peasants who seek freedom from the tyrannical nobility of the period.","Eric Flint', 'Virginia Easley DeMarce",http://books.google.com/books/content?id=EfhUP6q19MkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3260,For a Better World: Posters from the United Nations,"These 150 color posters represent some of the UN's projects and aims in the later half of the 20th century. They depict the call for disarmament, the demand for human rights, the plight of refugees, and other humanitarian aims. The collection includes posters adapted from works by well-known artists",Edward B. Marks,http://books.google.com/books/content?id=plh40x5FC-IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Antiques & Collectibles
3261,The Transall Saga,"Find yourself in another world in The Transall Saga, the latest adventure from Gary Paulsen: Mark's solo camping trip to the desert begins as any other camping trip, until a mysterious beam of light appears. The trip turns into a terrifying and thrilling adventure when the light beam transports Mark into another time, and what appears to be another planet! Although he is searching for his way back to earth, in the meantime he is forced to make a life in this unknown world. He meets primitive tribes and shares the joy of human bonds, but this end of isolation in the new world also brings war and a struggle for power.",Gary Paulsen,http://books.google.com/books/content?id=AEQ8EzwfPecC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Young Adult Fiction
3262,Toward a Magnificent Self,,Tami Anastasia,http://books.google.com/books/content?id=uBA7RHBKe4AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Health & Fitness
3263,The Arkansas,"A committee under the auspices of the Board on Science, Technology, and Economic Policy (STEP), is conducting a study of selected state and regional programs in order to identify best practices with regard to their goals, structures, instruments, modes of operation, synergies across private and public programs, funding mechanisms and levels, and evaluation efforts. The committee is reviewing selected state and regional efforts to capitalize on federal and state investments in areas of critical national needs. Building the Arkansas Innovation Economy: Summary of a Symposium includes both efforts to strengthen existing industries as well as specific new technology focus areas such as nanotechnology, stem cells, and energy in order to better understand program goals, challenges, and accomplishments. As a part of this review, the committee is convening a series of public workshops and symposia involving responsible local, state, and federal officials and other stakeholders. These meetings and symposia will enable an exchange of views, information, experience, and analysis to identify best practice in the range of programs and incentives adopted. Drawing from discussions at these symposia, fact-finding meetings, and commissioned analyses of existing state and regional programs and technology focus areas, the committee will subsequently produce a final report with findings and recommendations focused on lessons, issues, and opportunities for complementary U.S. policies created by these state and regional initiatives. Since 1991, the National Research Council, under the auspices of the Board on Science, Technology, and Economic Policy, has undertaken a program of activities to improve policymakers' understandings of the interconnections of science, technology, and economic policy and their importance for the American economy and its international competitive position. The Board's activities have corresponded with increased policy recognition of the importance of knowledge and technology to economic growth. One important element of STEP's analysis concerns the growth and impact of foreign technology programs.1 U.S. competitors have launched substantial programs to support new technologies, small firm development, and consortia among large and small firms to strengthen national and regional positions in strategic sectors. Some governments overseas have chosen to provide public support to innovation to overcome the market imperfections apparent in their national innovation systems. They believe that the rising costs and risks associated with new potentially high-payoff technologies, and the growing global dispersal of technical expertise, underscore the need for national R&D programs to support new and existing high-technology firms within their borders.","National Research Council', 'Policy and Global Affairs', 'Board on Science, Technology, and Economic Policy', 'Committee on Competing in the 21st Century: Best Practice in State and Regional Innovation Initiatives",http://books.google.com/books/content?id=2CVfBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Political Science
3264,Who's Bugging You? (Sliding Surprise Book),"The Sliding Surprise books are proven bestsellers. ""Who's Hatching?"" is a time-tested, interactive kid-pleaser. The only thing the publishers let slide is the price. Full color.",Charles Reasoner,http://books.google.com/books/content?id=Sx8IAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Juvenile Fiction
3265,Heaven's Prisoners,"James Lee Burke’s second Robicheaux novel takes the detective out of New Orleans and into the bayou as he seeks a quieter life. Vietnam vet Dave Robicheaux has turned in his detective’s badge, is winning his battle against booze, and has left New Orleans with his wife for the tranquil beauty of Louisiana’s bayous. But a plane crash on the Gulf brings a young girl into his life—and with her comes a netherworld of murder, deception, and homegrown crime. Suddenly Robicheaux is confronting Bubba Rocque, a brutal hood he’s known since childhood; Rocque’s hungry Cajun wife; and a Federal agent with more guts than sense. In a backwater world where a swagger and a gun go further than the law, Robicheaux and those he loves are caught on a tide of violence far bigger than them all...",James Lee Burke,http://books.google.com/books/content?id=g3D6yQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fiction
3266,GenX and God - A GenX Perspective,,Kristoffer Cox,http://books.google.com/books/content?id=eAoFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Religion
3267,Applied Regression Analysis,"An outstanding introduction to the fundamentals of regression analysis-updated and expanded The methods of regression analysis are the most widely used statistical tools for discovering the relationships among variables. This classic text, with its emphasis on clear, thorough presentation of concepts and applications, offers a complete, easily accessible introduction to the fundamentals of regression analysis. Assuming only a basic knowledge of elementary statistics, Applied Regression Analysis, Third Edition focuses on the fitting and checking of both linear and nonlinear regression models, using small and large data sets, with pocket calculators or computers. This Third Edition features separate chapters on multicollinearity, generalized linear models, mixture ingredients, geometry of regression, robust regression, and resampling procedures. Extensive support materials include sets of carefully designed exercises with full or partial solutions and a series of true/false questions with answers. All data sets used in both the text and the exercises can be found on the companion disk at the back of the book. For analysts, researchers, and students in university, industrial, and government courses on regression, this text is an excellent introduction to the subject and an efficient means of learning how to use a valuable analytical tool. It will also prove an invaluable reference resource for applied scientists and statisticians.","Norman R. Draper', 'Harry Smith",http://books.google.com/books/content?id=uSReBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Mathematics
3268,Jewellery and Silversmithing Techniques,This authoritative and lusciously illustrated book offers a comprehensive and inspirational insight into the art and craft of silver jewellery making for today's artisan.,Elizabeth Bone,http://books.google.com/books/content?id=oRTwpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Jewellery making
3270,"Winter Warriors (Drenai Tales, Book 8)","Three ancient, forgotten Drenai soldiers must save the world from the winged demons that gather above the city of Usa, preparing to devour all human life. Original.",David Gemmell,http://books.google.com/books/content?id=H2MJmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fiction
3272,Portland Bridge Book 3ed,"This report presents a comprehensive analysis of the design, construction, inspection, and maintenance of timber bridges.",Michael A. Ritter,http://books.google.com/books/content?id=9gOr2wulRwoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Bridges, Wooden"
3273,Jesus: God and Man,"Wolfhart Pannenberg is one of the giants of twentieth century German systematic theology, and all serious students of German doctrine are obligied to take account of his work. In particular, his weighty but succinct single-volume systematics, ""Jesus - God and Man"" - which was first published in English in 1968, and which has since formed the basis of countless courses and seminars in the field (as well as the inspiration behind many dissertations) - is perhaps the single publication by Pannenberg that might be called indispensible and unmissable. For Pannenberg one can only talk about God when one at the same time talks about Jesus. Theology and Christology, the doctrine of God and the doctrine of Jesus as the Christ, are therefore insuperably bound together. This book develops the connection systematically, through a careful mode of biblical, dogmatic and philosophical exposition.",Wolfhart Pannenberg,http://books.google.com/books/content?id=k2SmDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Religion
3274,Exploring New Religions (Issues in Contemporary Religion),"This cutting-edge analysis of American and European new religious movements explores the controversies between religious groups and the majority interests which oppose them. It asks how modern societies can best respond to new religious movements,","Elisabeth (University of Warwick Arweck, UK)', 'Elisabeth Arweck",http://books.google.com/books/content?id=bUnINgpiigoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Religion
3275,Old-time games (Good old days),"Back in the Good Old Days, we were never bored. First, it was not allowed; second, we chose not to be. If we said that we were bored, our Mom gave us work to do.","Ken Tate', 'Janice Tate",http://books.google.com/books/content?id=eI30ER5dLy8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Crafts & Hobbies
3276,The Massacre of Glencoe,,John Buchan,http://books.google.com/books/content?id=GSEJAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Glencoe (Scotland), Massacre of, 1692"
3278,Fanny Hill,"Fanny Hill, shrouded in controversy for most of its more than 250-year life, and banned from publication in the United States until 1966, was once considered immoral and without literary merit, even earning its author a jail sentence for obscenity. The tale of a naïve young prostitute in bawdy eighteenth-century London who slowly rises to respectability, the novel–and its popularity–endured many bannings and critics, and today Fanny Hill is considered an important piece of political parody and sexual philosophy on par with French libertine novels. This uncensored version is set from the 1749 edition and includes commentary by Charles Rembar, the lawyer who defended the novel in the 1966 U.S. Supreme Court case, and newly commissioned notes.",John Cleland,http://books.google.com/books/content?id=VsFucahU-S4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3279,The Adventures of Gerard,A collection of short historical stories by British writer Arthur Conan Doyle. These stories are based on a French Brigadier. It was first published in the year 1903.,Arthur Conan Doyle,http://books.google.com/books/content?id=KqM_DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3280,Recommendation 666: The Rise of the Beast From the Sea,"Bible prophecy gives us signs of the end times. Just like road signs, they come closer together as we near the end. According to the Bible, in the last days-in a time when Israel has been restored as a nation-a 10-nation confederacy will appear on the European continent. It will be a revival of the Roman Empire. From this confederacy, one man will rise to power. He will make a seven-year agreement with Israel that he will break in three and a half years. This man is known as the Antichrist and, in some way, he will be identified with the number 666. Are You Sitting Down? What if I said that an important warning sign about the rise of the Antichrist began occurring in 1992, but it has been completely overlooked? And what if I told you that the 10 kings of Daniel and Revelation may have already been on scene since 1995, but no one has noticed? Not only that, but a powerful new office has been created that could soon belong to the Antichrist. And, it happened with Assembly Recommendation 666. Hang on, because that's exactly what I'm going to tell you.",Herbert Peters,http://books.google.com/books/content?id=9rBB0EBixWAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3281,"Hong Kong Action Theatre!, 2E.","Truth is ever to be found in simplicity and not in multiplicity and confusion of things. I have just three things to teach or say: to the contemporary Humans that simplicity, Patience and compassion are the three building blocks of humanity. Simplicity and humanity are the ultimate sophistications of human civilization. They are the essence of happiness since great acts are made up of small deeds. All I have is a sense of duty toward all people and attachment to those with whom I have become intimate. Thus the next evolutionary step for me that mankind is to be more from man to kind. Earth provides enough to satisfy every man’s need not everyman’s greed. Hence I have taken up writing books to mould other beings to be humans not as savage since we Hominids were savage in early stage and now it is high time to turn out ourselves into humans. Simplicity, which is the essence of happiness, is great act of humans for doing small deeds. Right from retirement as an Audit Officer from the Office of the Principal Accountant General Audit Andhra Pradesh Hyderabad, on 01-07-2003, I studied LL.B, at the evening age of 60 to 69 years while writing certain controversial books like (i)“ Human Life-A Philosophical Audit, (ii) We Think Therefore We Are”, (iii)“My Mind is My Mosque” (iv)“ Tears of Terrorism” (v) “After all Whose Life is It any Way?”( a book on Euthanasia) (vi)“Know your India-Open a new Page for writing Nationalism” (for India’s Nationalism) (vii) Paradise Lost ( a real life story of a Jihadists killing his own mother in Syria for the sake of Blessing of Paradise by the Allah) (viii) “Spicy Trade” (How India was subjected to Invasion by Arabs, Europeans and finally tampered One India into Three viz. Pakistan, India and Bangladesh, (ix) “Father Turns Monster” ( real story relating to a father to save his child by killing innocent peoples and plucked their organs like Lungs and Heart and used for Transplantation and replacement of his sons Lungs and Heart”) (x) “Tridevi Trident” (story relating to three sisters killing their father who became Psycho in raping the children including themselves and this is also a real story). I normally portray in a books only facts not fiction, poetry and no fairy tails. My aim is let the decide what is fact and what fiction and develop his personality accordingly since what ever that feels, perceives, desires expressions and emotions are all the offshoots of the Brain. The meaning of life is to take birth, to grow, to feed, to develop energy, procreate children and finally to die and merge into the womb of Earth as a piece of nuclei. That is it! Hence I did not show craze for the monetary returns but only to show the people how the realm of our Society is inflamed with monetary gains. This my story in short.",Ahmed Sayeed,http://books.google.com/books/content?id=pzOyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Art
3283,Gross Margin: 26 Factors Affecting Your Bottom Line,,Bill Lee,http://books.google.com/books/content?id=kE7wyUAdVF4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Production management
3284,Atlantic Poets: Fernando Pessoa's Turn in Anglo-American Modernism (Reencounters with Colonialism: New Perspectives on the Americas),An important new reading of Portugal's greatest poet.,"Irene Ramalho Santos', 'Maria Irene Ramalho Sousa Santos",http://books.google.com/books/content?id=0flfWHA3rbkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,History
3285,These Honored Dead: How The Story Of Gettysburg Shaped American Memory,"Traces the events of the three-day conflict as well as the legends and myths it inspired, discussing the truths behind popular misconceptions and how such beliefs were shaped by cultural and political factors. 35,000 first printing.",Thomas A. Desjardin,http://books.google.com/books/content?id=V-R2AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,History
3286,"Homeschool Huskies for Boys!, Volume One: Patriotic Patches","De stad wint altijd is een opmerkelijke roman over een van de belangrijkste gebeurtenissen van de afgelopen jaren, de Arabische Lente. Omar Hamiltons debuut schakelt tussen hoogtepunten als de nachtelijke veldslagen tegen de politie en dieptepunten als zijn eenzaamheid in New York na de nederlaag, en dompelt de lezer daarmee onder in een van de meest wezenlijke gebeurtenissen van de 21ste eeuw. Hamiltons proza is beklemmend visueel, intens lyrisch en ongegeneerd politiek.",Omar Hamilton,http://books.google.com/books/content?id=wKMvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3287,Moll Flanders,"Abandoned at birth and threatened with a life in service, Defoe's young rebel sets her heart on independence. One fatal seduction and five husbands later, she resorts to a life of self-supporting crime.",Daniel Defoe,http://books.google.com/books/content?id=kzuSuZj03P8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3288,"Hyperspace: A Scientific Odyssey through Parallel Universes, Time Warps, and the Tenth Dimension","Already thoroughly familiar to the seasoned science fiction fan, hyperspace is that realm which enables a spaceship captain to take his ship on a physics-defying shortcut (or ""wormhole"") to the outer shores of the Galaxy in less time than it takes a 747 to fly from New York to Tokyo. But might such notions be more than science fiction? Some physicists suggest a 10-dimensional hyperspace may actually exist, albeit at a scale almost too small to comprehend, smaller even than a quark; and that in spite of its tiny size, it may be the basis on which all the forces of nature will be united. Michio Kaku's classic book describes the development of ideas about multidimensional space. In recent years, some theoretical physicists -the author among them - have argued that the Universe exists not merely in the four spacetime dimensions (3 of space + one of time) with which Einstein made us familiar, but rather as a ten-dimensional hyperspace. Once the domain of the science fiction writer or the occultist, hyperspace may, according to superstring theorists, be the way to unify the fundamental forces of nature - Einstein's unfulfilled dream of a theory of everything. Michio Kaku takes the reader on a ride through hyperspace to the edge of physics. On the way he gives crystal clear explanations of such formidable mathematical concepts as non-Euclidean geometry, Kaluza-Klein Theory, and Supergravity, the everyday tools of the string theorist. Utilizing fascinating and often hilarious anecdotes from history, art, and science fiction, Kaku shows us that writers and artists - in addition to scientists - have been fascinated by multidimensional space for over a century. Finally, Kaku proposes that the ability to master hyperspace may be our only salvation from destruction at the end of spacetime. Oxford Landmark Science books are 'must-read' classics of modern science writing which have crystallized big ideas, and shaped the way we think.",Michio Kaku,http://books.google.com/books/content?id=nJNNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Science
3289,Chinese Nail Murders,Tales of the detective genius of the legendary Judge Dee provide insight into life in imperial China at the local level in the seventh century,"Robert Hans van Gulik', 'Robert van Gulik",http://books.google.com/books/content?id=T46kL3WAzuMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3290,Vector Mechanics for Engineers Combined Edition,"This compact and easy-to-read text provides a clear analysis of the principles of equilibrium of rigid bodies in statics and dynamics when they are subjected to external mechanical loads. The book also introduces the readers to the effects of force or displacements so as to give an overall picture of the behaviour of an engineering system. Divided into two parts-statics and dynamics-the book has a structured format, with a gradual development of the subject from simple concepts to advanced topics so that the beginning undergraduate is able to comprehend the subject with ease. Example problems are chosen from engineering practice and all the steps involved in the solution of a problem are explained in detail. The book also covers advanced topics such as the use of virtual work principle for finite element analysis; introduction of Castigliano's theorem for elementary indeterminate analysis; use of Lagrange's equations for obtaining equilibrium relations for multibody system; principles of gyroscopic motion and their applications; and the response of structures due to ground motion and its use in earthquake engineering. The book has plenty of exercise problems-which are arranged in a graded level of difficulty-, worked-out examples and numerous diagrams that illustrate the principles discussed. These features along with the clear exposition of principles make the text suitable for the first year undergraduate students in engineering.","C. LAKSHAMANA RAO', 'J. LAKSHINARASHIMAN', 'RAJU SETHURAMAN', 'SRINIVASAN M. SIVAKUMAR",http://books.google.com/books/content?id=F7gaa1ShPKIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Technology & Engineering
3291,A Very Applied First Course in Partial Differential Equations,"This extremely readable book illustrates how mathematics applies directly to different fields of study. Focuses on problems that require physical to mathematical translations, by showing readers how equations have actual meaning in the real world. Covers fourier integrals, and transform methods, classical PDE problems, the Sturm-Liouville Eigenvalue problem, and much more. For readers interested in partial differential equations.",Michael K. Keane,http://books.google.com/books/content?id=3OEnAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Mathematics
